Week,DMA_Name,DMA_ID,TRx,TV_Spend,TV_Impressions,Display_Spend,Display_Impressions,PaidSearch_Spend,PaidSearch_Clicks,HCPCalls_Spend,HCPCalls_Count,Speaker_Spend,Speaker_Events,HCPEmail_Spend,HCPEmail_Sends,HCPSocial_Spend,HCPSocial_Engagements,Copay_Redemptions,Lagged_TRx,DMA_Population,Competitor_Spend,Seasonality
7/28/2024,Baton Rouge LA,DMA_095,28531,0,0,0,0,35723,11205,0,0,0,0,6854,12674,16314,2698,6388,25107,236000,0,1.103
8/4/2024,Baton Rouge LA,DMA_095,26935,0,0,43103,4429772,0,0,32994.299999999996,165,0,0,7015,12237,15321,2519,5973,23702,236000,38581,1.059
8/11/2024,Baton Rouge LA,DMA_095,30355,0,0,34512,2805184,22562,8404,0,0,0,0,9102,13471,9932,1951,6468,26712,236000,16349,0.981
8/18/2024,Baton Rouge LA,DMA_095,30703,34078.799999999996,1187504,0,0,23336,4831,27200.1,130,0,0,9158,13568,14721,2273,6072,27018,236000,29258,1.07
8/25/2024,Baton Rouge LA,DMA_095,52498,0,0,41485,4827415,25422,8523,43779.299999999996,214,0,0,8962,15722,16880,3181,11382,46198,236000,37783,1.423
9/1/2024,Baton Rouge LA,DMA_095,55843,47732.4,1433886,41117,3402172,27678,10400,107755,499,49389,4,0,0,13155,1824,11063,49141,236000,66241,1.313
9/8/2024,Baton Rouge LA,DMA_095,61567,0,0,55821,6171237,27663,8241,124850,610,83461,10,13375,18016,21237,3018,14637,54178,236000,35998,1.373
9/15/2024,Baton Rouge LA,DMA_095,44248,64811.399999999994,1694933,0,0,0,0,121843,633,54210,5,9731,14654,23418,3212,9658,38938,236000,54624,1.494
9/22/2024,Baton Rouge LA,DMA_095,59747,82118,2529500,36647,3319604,30471,7326,126198,658,0,0,0,0,23085,3886,11831,52577,236000,68965,1.388
9/29/2024,Baton Rouge LA,DMA_095,58138,93448,2833744,0,0,38742,9342,125180,670,0,0,9677,16880,19488,3073,13826,51161,236000,66149,1.489
10/6/2024,Baton Rouge LA,DMA_095,58828,100114,2817949,61504,6059139,33342,10103,141091,709,0,0,0,0,0,0,12353,51768,236000,106026,1.42
10/13/2024,Baton Rouge LA,DMA_095,68801,80396,2130382,61341,6768497,33699,10822,127763,667,0,0,16438,21132,14638,1995,17572,60544,236000,116782,1.457
10/20/2024,Baton Rouge LA,DMA_095,56689,120312,3801021,0,0,49854,10202,119298,619,0,0,15533,24430,14582,2069,11210,49886,236000,82921,1.43
10/27/2024,Baton Rouge LA,DMA_095,70765,100079,3338562,43246,4224148,24977,6492,131026,635,88812,8,14911,25526,25137,4292,18156,62273,236000,128259,1.411
11/3/2024,Baton Rouge LA,DMA_095,60411,0,0,48080,5766092,43679,9671,101521,521,65050,6,14970,27928,13652,1735,12486,53161,236000,31731,1.395
11/10/2024,Baton Rouge LA,DMA_095,47509,0,0,36843,4181130,38007,10227,86242,421,53930,5,9940,13149,20333,3344,12024,41807,236000,32687,1.139
11/17/2024,Baton Rouge LA,DMA_095,43543,0,0,49656,5023863,25735,7669,99220,484,0,0,10893,18024,11050,1442,9798,38317,236000,23216,1.139
11/24/2024,Baton Rouge LA,DMA_095,36177,0,0,0,0,42071,11696,86017,444,0,0,0,0,21995,3068,6555,31835,236000,0,1.198
12/1/2024,Baton Rouge LA,DMA_095,43788,18844.2,626363,49215,4175963,20048,4588,100320,556,0,0,11848,15416,10150,1737,10549,38533,236000,31049,1.118
12/8/2024,Baton Rouge LA,DMA_095,34965,0,0,33243,3401543,23010,4692,0,0,0,0,7360,10361,19494,2794,8818,30769,236000,29472,1.192
12/15/2024,Baton Rouge LA,DMA_095,44099,41856,1411183,52037,5569399,33442,8602,0,0,0,0,7436,10434,20792,4078,9926,38807,236000,60281,1.164
12/22/2024,Baton Rouge LA,DMA_095,37932,0,0,42944,3962703,20392,4448,28409.1,141,0,0,10388,14641,20617,3001,8290,33380,236000,21238,1.15
1/1/2023,Amarillo TX,DMA_096,43057,98303,3181569,33057,2975972,24926,5304,0,0,0,0,7668,13404,13252,1765,8016,38751,230000,66961,1.317
1/8/2023,Amarillo TX,DMA_096,52093,80574,2646528,44007,4507780,34657,9496,34400.4,188,0,0,13393,19081,12822,2343,11271,45841,230000,118993,1.338
1/15/2023,Amarillo TX,DMA_096,50499,59684,1927795,51451,6143835,24837,7377,85888,448,0,0,9097,12496,13049,2263,10505,44439,230000,59364,1.256
1/22/2023,Amarillo TX,DMA_096,30594,72101,1813434,0,0,0,0,86123,423,0,0,10778,16078,11501,1731,7940,26922,230000,46605,1.331
1/29/2023,Amarillo TX,DMA_096,51100,93532,3189506,50556,5823996,25536,8577,99516,542,0,0,8255,13296,10685,1615,9753,44968,230000,136576,1.227
2/5/2023,Amarillo TX,DMA_096,50462,80755,2351636,48337,4323103,28092,9710,102672,530,0,0,8932,12023,0,0,12323,44406,230000,116612,1.342
2/12/2023,Amarillo TX,DMA_096,45965,0,0,29521,3080188,38216,17941,85172,435,0,0,11771,18494,12053,1629,11583,40449,230000,14761,1.235
2/19/2023,Amarillo TX,DMA_096,43435,0,0,32474,3780409,20049,5141,111059,531,76820,6,7765,13582,11416,1845,7843,38222,230000,21613,1.204
2/26/2023,Amarillo TX,DMA_096,42997,0,0,31360,3722941,30289,12846,76926,377,73689,6,9069,14568,17312,2766,8739,37837,230000,13293,1.101
3/5/2023,Amarillo TX,DMA_096,45119,0,0,36180,3565801,26812,9336,83375,424,58734,6,12042,20700,12631,2106,11140,39704,230000,33170,1.192
3/12/2023,Amarillo TX,DMA_096,39806,0,0,45917,4651589,28725,6910,78417,405,0,0,9799,19271,14364,2768,9838,35029,230000,26265,1.132
3/19/2023,Amarillo TX,DMA_096,43751,0,0,36211,3620846,22641,6003,110394,526,71607,7,6859,8950,19328,3156,11005,38500,230000,27464,1.179
3/26/2023,Amarillo TX,DMA_096,44242,49287.6,1458117,38543,3264441,22456,6570,72165,377,48691,5,11563,20508,14394,2016,9562,38932,230000,74640,1.117
4/2/2023,Amarillo TX,DMA_096,39609,38992.2,1332246,25689,3016959,25211,6193,75519,368,35615,3,8880,17029,13247,2623,7695,34855,230000,37209,1.021
4/9/2023,Amarillo TX,DMA_096,30969,26105.399999999998,711335,29171,2416916,17951,7251,62783,305,0,0,6403,8235,12474,1628,6662,27252,230000,43583,0.917
4/16/2023,Amarillo TX,DMA_096,41310,37294.799999999996,1292942,33276,3984024,31606,12056,92799,481,0,0,9050,16294,10978,1778,10569,36352,230000,67015,1.03
4/23/2023,Amarillo TX,DMA_096,21180,27945.6,735896,22128,2344992,0,0,63153,306,0,0,0,0,11381,1702,4823,18638,230000,40725,0.889
4/30/2023,Amarillo TX,DMA_096,40891,41079.6,1245527,28566,3400222,29794,11128,79023,388,0,0,10568,19457,0,0,9579,35984,230000,52526,1.137
5/7/2023,Amarillo TX,DMA_096,24543,48708,1566791,29990,2441215,0,0,80193,411,0,0,5336,6944,7445,1286,5046,21597,230000,39020,0.893
5/14/2023,Amarillo TX,DMA_096,34942,55745,1681513,30312,3063365,28298,11203,71461,359,56664,6,6753,12002,0,0,8870,30748,230000,82085,0.921
5/21/2023,Amarillo TX,DMA_096,28180,51194,1608835,20209,1663718,23957,8709,61122,291,46436,3,0,0,0,0,5352,24798,230000,31861,0.869
5/28/2023,Amarillo TX,DMA_096,25712,46493,1530744,21607,2178606,0,0,62514,345,58827,6,7636,11233,7450,1204,5499,22626,230000,49671,0.873
6/4/2023,Amarillo TX,DMA_096,31404,59734,1574776,0,0,22367,7120,75683,370,0,0,5841,8268,15753,2956,5827,27635,230000,41521,1.019
6/11/2023,Amarillo TX,DMA_096,38717,84637,2494674,26254,2471811,29230,6820,25268.399999999998,119,0,0,7222,12924,15429,2903,7181,34070,230000,58885,1.088
6/18/2023,Amarillo TX,DMA_096,32757,14763.6,400104,26022,2208672,19795,5449,0,0,0,0,8288,15699,16666,2524,6805,28826,230000,30143,1.14
6/25/2023,Amarillo TX,DMA_096,19298,0,0,0,0,26829,5622,0,0,0,0,5845,7679,9920,1545,4819,16982,230000,0,0.967
7/2/2023,Amarillo TX,DMA_096,27780,0,0,34446,3406355,30729,6667,0,0,0,0,9898,14441,11453,1519,5630,24446,230000,31755,1.007
7/9/2023,Amarillo TX,DMA_096,34421,13381.2,454144,38166,3708399,26702,6345,0,0,64340,5,7626,10907,9485,1575,8152,30290,230000,30778,1.087
7/16/2023,Amarillo TX,DMA_096,26876,0,0,26749,3193164,18615,3941,0,0,53115,4,8692,16230,12511,1595,6561,23650,230000,20616,0.962
7/23/2023,Amarillo TX,DMA_096,30235,0,0,36480,3141456,16901,4493,27110.7,134,62216,6,7210,12022,13448,2494,6138,26606,230000,24386,0.952
7/30/2023,Amarillo TX,DMA_096,28383,0,0,30760,3602353,20283,5164,0,0,0,0,7502,13009,12897,2075,5131,24977,230000,23221,1.039
8/6/2023,Amarillo TX,DMA_096,32338,29129.399999999998,1009237,37232,3377213,22771,9271,24190.8,111,0,0,5782,8367,12506,2487,6737,28457,230000,51995,0.941
8/13/2023,Amarillo TX,DMA_096,29760,0,0,29444,2553312,26006,11107,23711.399999999998,122,0,0,9616,17701,8629,1220,6019,26188,230000,24221,0.957
8/20/2023,Amarillo TX,DMA_096,29107,27030,914050,25773,2960554,20455,10133,0,0,0,0,8383,15662,8224,1162,6671,25614,230000,31052,0.915
8/27/2023,Amarillo TX,DMA_096,43245,60754.799999999996,2086090,46189,4836666,31294,6510,0,0,0,0,8210,14442,11777,1547,8097,38055,230000,72385,1.302
9/3/2023,Amarillo TX,DMA_096,60952,65386.2,2145675,32160,3528532,37390,9964,90899,463,61186,7,12555,16297,15618,2096,15275,53637,230000,92607,1.413
9/10/2023,Amarillo TX,DMA_096,61216,105735,2894385,49733,4493841,34450,10178,92056,424,55524,5,12691,22951,13802,2055,11786,53870,230000,103150,1.39
9/17/2023,Amarillo TX,DMA_096,67416,84731,2555781,58860,5053386,36134,12753,111659,535,53828,6,12722,18795,18720,2474,13227,59326,230000,84228,1.463
9/24/2023,Amarillo TX,DMA_096,61172,82776,2543014,53704,5108515,28745,9526,129290,619,0,0,14512,19184,14128,1819,11133,53831,230000,84385,1.439
10/1/2023,Amarillo TX,DMA_096,55355,73715,2161117,50112,4581148,37317,9938,106337,560,0,0,10159,15332,0,0,13948,48712,230000,75695,1.444
10/8/2023,Amarillo TX,DMA_096,53866,76359,2323759,55470,6122609,28508,5891,95068,453,0,0,10289,19419,13190,1998,9797,47402,230000,74947,1.342
10/15/2023,Amarillo TX,DMA_096,56424,81826,2850646,45803,4539700,39129,7906,127646,583,0,0,12434,19035,15549,2563,13859,49653,230000,122391,1.344
10/22/2023,Amarillo TX,DMA_096,52029,18242.600000000002,613712,43052,4336071,24692,5714,130646,643,0,0,9098,13240,16921,2594,9376,45785,230000,55850,1.384
10/29/2023,Amarillo TX,DMA_096,56934,0,0,51626,6065566,39159,9108,101558,477,61268,6,14283,24782,17331,3271,12076,50101,230000,47198,1.416
11/5/2023,Amarillo TX,DMA_096,53843,14950.2,512779,33463,3486960,39426,11124,86745,402,64945,6,13688,19944,16040,2014,11820,47381,230000,24081,1.328
11/12/2023,Amarillo TX,DMA_096,41481,0,0,41980,4289424,21836,9251,77266,354,36063,3,10699,17444,13397,2586,7496,36503,230000,38310,1.13
11/19/2023,Amarillo TX,DMA_096,37192,16710,516955,0,0,31417,14551,93357,444,0,0,10105,15923,16693,3012,8044,32728,230000,12711,1.13
11/26/2023,Amarillo TX,DMA_096,35837,0,0,39233,3973602,20427,4782,71110,336,0,0,9261,16774,13862,2079,7423,31536,230000,19944,1.106
12/3/2023,Amarillo TX,DMA_096,44264,39008.4,1016326,34413,4065672,32060,11429,104693,514,0,0,10475,15307,10489,1314,10431,38952,230000,70176,1.132
12/10/2023,Amarillo TX,DMA_096,34805,45342,1460771,40556,3821102,27695,8277,0,0,0,0,0,0,10810,1417,7398,30628,230000,83401,1.151
12/17/2023,Amarillo TX,DMA_096,34635,0,0,40381,4821251,31731,13135,0,0,0,0,8209,12998,12115,1651,7978,30478,230000,31482,1.123
12/24/2023,Amarillo TX,DMA_096,38638,36313.2,1174324,43247,4144566,30718,7102,0,0,0,0,11051,17181,10835,1533,9231,34001,230000,40569,1.198
12/31/2023,Amarillo TX,DMA_096,47596,59053.2,1819576,56285,6230700,28148,7240,0,0,0,0,9300,14002,21897,2899,8982,41884,230000,51357,1.259
1/7/2024,Amarillo TX,DMA_096,37245,0,0,0,0,27486,9231,27939.899999999998,142,0,0,10290,17737,18021,3409,9088,32775,230000,0,1.3
1/14/2024,Amarillo TX,DMA_096,53085,66339,2185457,31359,2624529,22281,5458,129597,680,0,0,8770,11025,13387,2378,10623,46714,230000,49827,1.259
1/21/2024,Amarillo TX,DMA_096,57624,100755,3412897,43363,4705087,30870,14550,101259,487,0,0,10221,13215,12165,1854,11294,50709,230000,119527,1.234
1/28/2024,Amarillo TX,DMA_096,57523,89164,2914113,46077,5004400,33470,11201,130896,665,0,0,9573,19075,0,0,11323,50620,230000,73846,1.309
2/4/2024,Amarillo TX,DMA_096,53887,69194,1749163,45850,4598997,21704,9274,124308,586,0,0,8743,12432,14108,2124,10367,47420,230000,109876,1.23
2/11/2024,Amarillo TX,DMA_096,46614,78082,2588168,0,0,30543,7283,122635,655,0,0,11594,15279,12403,2111,8416,41020,230000,57923,1.266
2/18/2024,Amarillo TX,DMA_096,55167,85183,2333008,0,0,38820,13559,111592,523,88605,7,11947,22506,20074,2700,12598,48546,230000,45207,1.306
2/25/2024,Amarillo TX,DMA_096,46129,0,0,30868,3180234,28038,6028,116582,588,49813,4,11899,19358,12954,2238,8540,40593,230000,15917,1.161
3/3/2024,Amarillo TX,DMA_096,41212,16739.600000000002,570500,0,0,28260,9477,84018,465,78117,8,7315,10517,11189,1468,9717,36266,230000,14888,1.156
3/10/2024,Amarillo TX,DMA_096,40248,0,0,0,0,32534,15522,110902,564,0,0,9591,15181,18444,2363,9819,35418,230000,0,1.183
3/17/2024,Amarillo TX,DMA_096,48216,0,0,34356,3240776,32212,11369,98437,507,52087,5,12273,20395,15513,2914,11579,42430,230000,28533,1.138
3/24/2024,Amarillo TX,DMA_096,37385,13112,449774,31724,2867386,25920,6119,82446,447,48860,5,9311,11763,11873,1604,9503,32898,230000,19729,0.939
3/31/2024,Amarillo TX,DMA_096,42671,0,0,38459,4472040,26834,9603,98857,545,73811,7,10832,13831,13625,1874,10984,37550,230000,29742,1.014
4/7/2024,Amarillo TX,DMA_096,28749,29386.2,951372,24354,2283277,0,0,91429,445,0,0,8717,11745,14586,2827,7142,25299,230000,49258,0.946
4/14/2024,Amarillo TX,DMA_096,31857,0,0,32998,2896621,24137,9263,70375,339,0,0,5522,9372,15412,2408,5755,28034,230000,30606,0.882
4/21/2024,Amarillo TX,DMA_096,38600,30991.8,843922,40461,3395532,28541,7340,90396,456,0,0,9166,13863,15033,2288,8875,33968,230000,59928,0.963
4/28/2024,Amarillo TX,DMA_096,35384,29814,888280,33067,2832235,30023,6852,82035,381,0,0,8588,13510,10121,1859,6570,31137,230000,48356,0.917
5/5/2024,Amarillo TX,DMA_096,39492,38671.799999999996,1235909,41855,3903953,28474,5811,77969,414,0,0,10475,17736,14069,1808,7226,34752,230000,44337,0.983
5/12/2024,Amarillo TX,DMA_096,33811,42061.2,1370915,0,0,21086,4221,87453,406,56523,7,8468,10622,10553,2089,8779,29753,230000,37918,0.992
5/19/2024,Amarillo TX,DMA_096,29876,64839,1677732,34803,3825201,0,0,78890,436,50210,4,8683,12831,8622,1200,6930,26290,230000,56780,0.889
5/26/2024,Amarillo TX,DMA_096,47761,59387,1993304,38764,3740763,31753,6432,110798,574,67798,6,0,0,18686,3162,12083,42029,230000,48263,1.086
6/2/2024,Amarillo TX,DMA_096,31636,75590,2365170,0,0,16905,5464,77648,381,0,0,10149,13815,14707,1875,7232,27839,230000,69732,0.958
6/9/2024,Amarillo TX,DMA_096,38421,52995,1650979,29945,3119101,30593,14552,26194.2,123,0,0,10293,16658,11450,2280,8909,33810,230000,48325,0.94
6/16/2024,Amarillo TX,DMA_096,33360,54731,1401971,29929,3008318,32497,7339,24897.3,113,0,0,5876,7752,8583,1277,7745,29356,230000,81450,0.945
6/23/2024,Amarillo TX,DMA_096,34378,74892,2487233,34083,3488533,17569,3695,0,0,0,0,9269,14183,13687,2140,6899,30252,230000,85379,1.013
6/30/2024,Amarillo TX,DMA_096,20830,0,0,0,0,22688,4601,0,0,0,0,6769,10181,14983,2100,5031,18330,230000,0,0.962
7/7/2024,Amarillo TX,DMA_096,25302,10647.2,353009,0,0,22349,7228,20261.1,106,33873,4,7997,10375,8034,1437,5654,22265,230000,6099,0.883
7/14/2024,Amarillo TX,DMA_096,28945,17484,564082,0,0,29464,9802,0,0,66642,7,0,0,10951,1427,5336,25471,230000,12666,1.061
7/21/2024,Amarillo TX,DMA_096,25033,0,0,0,0,18796,4878,0,0,41019,3,11070,15664,9434,1752,5276,22029,230000,0,1.056
7/28/2024,Amarillo TX,DMA_096,35411,0,0,29757,2934698,33917,11099,22767,119,0,0,6885,9869,9441,1380,8413,31161,230000,25836,1.063
8/4/2024,Amarillo TX,DMA_096,34368,0,0,31388,2707350,29477,10595,0,0,0,0,7724,11334,17763,2286,6785,30243,230000,14728,1.084
8/11/2024,Amarillo TX,DMA_096,36716,34439.4,928073,43006,3481755,26905,7455,0,0,0,0,10381,17690,16086,2947,8260,32310,230000,61678,1.049
8/18/2024,Amarillo TX,DMA_096,20020,27244.2,756449,0,0,18170,4611,22770,106,0,0,6931,12805,0,0,4682,17617,230000,22125,0.86
8/25/2024,Amarillo TX,DMA_096,53095,59513.399999999994,1938781,46062,4162189,39147,16775,0,0,0,0,12951,22404,16486,2082,13612,46723,230000,74082,1.324
9/1/2024,Amarillo TX,DMA_096,66549,53307.6,1771928,54163,5435953,39709,17553,102556,470,83800,9,10837,18270,0,0,14110,58563,230000,47569,1.416
9/8/2024,Amarillo TX,DMA_096,59758,69062.4,2044871,0,0,29392,7660,144918,719,59792,5,11166,17575,24949,4357,11843,52587,230000,35390,1.461
9/15/2024,Amarillo TX,DMA_096,63068,48822.6,1550102,38667,3292830,38100,7991,130334,649,45285,4,9612,15232,12430,2078,16086,55499,230000,43389,1.392
9/22/2024,Amarillo TX,DMA_096,59218,85425,2213279,37230,3418501,44738,9692,117121,642,0,0,12075,18191,13018,2271,11405,52111,230000,108919,1.319
9/29/2024,Amarillo TX,DMA_096,61761,95471,2567312,35502,3188530,24993,5666,117150,563,0,0,8852,14323,17303,3049,13076,54349,230000,93695,1.44
10/6/2024,Amarillo TX,DMA_096,61497,71492,2484040,37544,3729568,30980,9627,132515,711,0,0,9918,19345,21382,3668,11696,54117,230000,70029,1.306
10/13/2024,Amarillo TX,DMA_096,69770,77096,2367594,55223,5358505,37829,11571,115782,590,0,0,16269,26664,24754,3558,14219,61397,230000,106833,1.455
10/20/2024,Amarillo TX,DMA_096,72123,86910,2588007,36510,3805553,30045,13717,123975,629,0,0,10267,15941,25626,4229,14698,63468,230000,72751,1.498
10/27/2024,Amarillo TX,DMA_096,65889,113495,3620187,56854,4762500,28114,7892,110432,538,43069,5,13601,25743,18499,3219,15065,57982,230000,132357,1.343
11/3/2024,Amarillo TX,DMA_096,49765,0,0,0,0,40707,12198,124606,578,76653,8,14818,23337,13518,1925,11156,43793,230000,0,1.356
11/10/2024,Amarillo TX,DMA_096,56405,18162.2,630495,51512,5455654,34250,16369,99039,455,66261,7,10344,17044,11720,1841,12809,49636,230000,32846,1.198
11/17/2024,Amarillo TX,DMA_096,32888,0,0,0,0,27627,7577,82513,438,0,0,11791,17625,11948,1636,7418,28941,230000,0,1.103
11/24/2024,Amarillo TX,DMA_096,42755,18488.2,617200,47663,5336952,27776,12080,84767,400,0,0,10363,17933,0,0,9902,37624,230000,63166,1.106
12/1/2024,Amarillo TX,DMA_096,42308,0,0,51921,5206487,20093,5155,92212,421,0,0,10378,19873,12794,1755,9203,37231,230000,26317,1.158
12/8/2024,Amarillo TX,DMA_096,21275,0,0,0,0,27805,5856,0,0,0,0,9965,12479,0,0,4919,18722,230000,0,1.108
12/15/2024,Amarillo TX,DMA_096,42559,50037,1660964,39241,3648381,23700,6221,31220.699999999997,159,0,0,9677,13854,14106,2234,9751,37451,230000,78364,1.122
12/22/2024,Amarillo TX,DMA_096,37995,54945,1569827,29641,3516906,21503,8974,0,0,0,0,0,0,11978,1595,8556,33435,230000,41541,1.133
1/1/2023,Columbus GA,DMA_097,45415,76335,2420668,37191,4271598,33776,13262,0,0,0,0,11304,21348,19561,3086,9830,40873,224000,76075,1.218
1/8/2023,Columbus GA,DMA_097,45743,90385,2320513,47894,3837455,29520,7560,0,0,0,0,8716,15254,16849,2872,10769,40253,224000,113682,1.341
1/15/2023,Columbus GA,DMA_097,41560,62516,2082185,0,0,28294,9587,108372,544,0,0,7103,14157,16091,3173,10755,36572,224000,28265,1.202
1/22/2023,Columbus GA,DMA_097,48751,64956,1636650,48453,5417206,32852,8750,87995,459,0,0,12542,19086,0,0,12596,42900,224000,71308,1.318
1/29/2023,Columbus GA,DMA_097,53996,62560,1637369,36037,3209526,37328,14076,109657,565,0,0,11510,17660,19394,2845,11604,47516,224000,60974,1.284
2/5/2023,Columbus GA,DMA_097,40619,87533,2512416,0,0,32209,8367,114738,536,0,0,10631,14854,10843,1523,7782,35744,224000,43842,1.223
2/12/2023,Columbus GA,DMA_097,33705,0,0,0,0,29015,8374,86898,481,0,0,8946,13693,11326,1697,8495,29660,224000,0,1.209
2/19/2023,Columbus GA,DMA_097,38397,0,0,0,0,25698,10113,104775,480,44574,3,7997,10850,18400,2570,8426,33789,224000,0,1.261
2/26/2023,Columbus GA,DMA_097,34217,0,0,0,0,36673,13903,100671,515,49659,5,7512,10244,0,0,7291,30110,224000,0,1.184
3/5/2023,Columbus GA,DMA_097,38633,0,0,44795,4936421,35095,12123,79799,386,42228,4,6890,12890,0,0,9649,33997,224000,19374,1.112
3/12/2023,Columbus GA,DMA_097,31823,13879.2,444600,0,0,18956,4216,99627,513,0,0,7055,10947,13900,1958,8200,28004,224000,6736,1.153
3/19/2023,Columbus GA,DMA_097,41976,0,0,44991,4107857,28775,9195,81940,419,59027,6,10903,15990,15529,1950,9787,36938,224000,34371,1.121
3/26/2023,Columbus GA,DMA_097,25415,32072.399999999998,1054101,0,0,20392,6994,64471,333,37189,3,6226,9956,8495,1091,5837,22365,224000,20110,0.853
4/2/2023,Columbus GA,DMA_097,33524,33268.799999999996,909613,0,0,18934,7023,97549,525,63208,6,8572,14799,10294,1354,6678,29501,224000,23892,1.026
4/9/2023,Columbus GA,DMA_097,30180,45769.2,1532953,0,0,18278,4573,70980,327,0,0,8164,12907,11540,1512,6298,26558,224000,44050,1.074
4/16/2023,Columbus GA,DMA_097,35042,45104.4,1145811,35094,3191307,24883,8096,64874,346,0,0,9993,15501,10375,1297,8147,30836,224000,56971,0.968
4/23/2023,Columbus GA,DMA_097,30548,26713.2,861046,31858,3375628,20374,7033,81539,423,0,0,9142,12288,0,0,5559,26882,224000,39609,0.92
4/30/2023,Columbus GA,DMA_097,32255,28800,916760,29927,3292635,15781,6905,64498,342,0,0,6552,12189,12798,2215,7729,28384,224000,32233,0.896
5/7/2023,Columbus GA,DMA_097,37344,47979,1336355,37874,3995139,21333,9476,79627,425,0,0,0,0,11229,1762,7874,32862,224000,37062,1.018
5/14/2023,Columbus GA,DMA_097,35210,62448,2063424,28379,3211880,16898,5053,80663,426,55261,5,8436,15489,9775,1871,7779,30984,224000,84794,0.898
5/21/2023,Columbus GA,DMA_097,39387,89421,2943177,0,0,29101,7393,82884,422,41695,4,10607,13478,13299,1961,7307,34660,224000,62912,1.146
5/28/2023,Columbus GA,DMA_097,34882,61188,2058692,0,0,21706,5713,95082,467,38655,4,7962,14601,9062,1134,7779,30696,224000,46681,1.081
6/4/2023,Columbus GA,DMA_097,41475,66197,2299790,31039,2614695,18135,6773,93335,474,0,0,9480,15971,17238,2961,9243,36498,224000,93136,1.066
6/11/2023,Columbus GA,DMA_097,40410,63387,2127542,40183,4819517,21804,7944,23959.8,115,0,0,10691,14822,14304,1889,9862,35560,224000,81166,1.115
6/18/2023,Columbus GA,DMA_097,31636,0,0,46752,4294853,18509,5134,0,0,0,0,7782,10888,17825,2701,8051,27839,224000,26136,1.14
6/25/2023,Columbus GA,DMA_097,25541,0,0,0,0,21326,9752,0,0,0,0,8259,11046,14640,2180,5553,22476,224000,0,1.125
7/2/2023,Columbus GA,DMA_097,28005,0,0,24667,2363030,27369,8056,0,0,0,0,10325,17284,10946,1998,6773,24644,224000,21157,0.997
7/9/2023,Columbus GA,DMA_097,25491,0,0,0,0,24877,5387,23226.6,123,54609,4,5788,8907,12282,2313,6118,22432,224000,0,1.033
7/16/2023,Columbus GA,DMA_097,37632,0,0,44200,4924858,19058,8481,0,0,72411,6,11693,20347,14585,2176,9015,33116,224000,25471,1.15
7/23/2023,Columbus GA,DMA_097,30363,0,0,41687,3536737,17719,4801,28588.2,144,60651,5,0,0,12600,2175,6078,26719,224000,32462,1.025
7/30/2023,Columbus GA,DMA_097,32656,45735.6,1474067,43140,3642711,18462,3923,0,0,0,0,8062,10879,9035,1720,7888,28737,224000,84159,1.103
8/6/2023,Columbus GA,DMA_097,23227,0,0,21372,1887543,26155,8014,25357.8,119,0,0,5925,10729,0,0,4939,20439,224000,14728,0.888
8/13/2023,Columbus GA,DMA_097,29581,0,0,36562,3508984,18794,7928,0,0,0,0,7492,10072,15370,2020,6820,26031,224000,16958,1.042
8/20/2023,Columbus GA,DMA_097,24031,0,0,0,0,26636,5489,29214.899999999998,134,0,0,8664,11591,13657,2012,5738,21147,224000,0,1.042
8/27/2023,Columbus GA,DMA_097,56288,48178.799999999996,1420763,46483,4063039,31300,11726,34537.799999999996,183,0,0,13236,16695,20625,3717,12209,49533,224000,45343,1.451
9/3/2023,Columbus GA,DMA_097,46660,41713.2,1097490,0,0,39183,8577,102615,537,84800,8,12640,23215,12304,1824,11326,41060,224000,17809,1.314
9/10/2023,Columbus GA,DMA_097,62799,83783,2875137,49373,4870332,29281,7329,99802,536,46388,4,9872,15314,21947,3457,13766,55263,224000,62189,1.43
9/17/2023,Columbus GA,DMA_097,56481,93149,2996970,49501,5180914,35839,9350,97369,465,73148,7,9464,16426,0,0,12704,49703,224000,121682,1.376
9/24/2023,Columbus GA,DMA_097,57878,104097,3094382,33449,3503205,31422,7219,125983,651,0,0,12589,20206,15297,2036,10840,50932,224000,86148,1.398
10/1/2023,Columbus GA,DMA_097,62893,90683,3095385,39677,3262142,33656,8666,135482,654,0,0,8842,11313,18482,3500,13146,55345,224000,76374,1.49
10/8/2023,Columbus GA,DMA_097,60533,94174,3043077,51889,4915365,40612,13234,128793,609,0,0,11009,17941,16878,2857,11606,53269,224000,98641,1.363
10/15/2023,Columbus GA,DMA_097,58585,87690,2801110,43751,4354928,28271,9378,112022,611,0,0,12543,16721,17666,3098,12585,51554,224000,121359,1.376
10/22/2023,Columbus GA,DMA_097,50962,0,0,46452,4427524,32097,10965,107966,540,0,0,8680,16573,13005,2032,9883,44846,224000,26292,1.385
10/29/2023,Columbus GA,DMA_097,60107,0,0,59027,6012058,44691,17958,119957,597,43399,3,12658,22987,23986,3139,13547,52894,224000,42677,1.427
11/5/2023,Columbus GA,DMA_097,49785,19478,564546,0,0,38198,9573,117638,609,78247,8,10179,16279,19920,3261,12736,43810,224000,16796,1.399
11/12/2023,Columbus GA,DMA_097,42931,17450.4,535388,34692,3159867,30087,8992,72953,402,37886,3,10722,15252,13381,2113,9822,37779,224000,36247,1.13
